"Internal Reference","Name","Description","Barcode","Product Category/ID","Point of Sale Category/ID","Product Type","Cost","Sales Price","Available in POS","Can be Purchased","Can be Sold"
"DP101056","Shaft T/M Out Put","Shaft T/M Out Put","DP101056","point_of_sale.00325","pos_category.2w","Storable Product","2190.0","2190.0","True","True","True"
"DP101051","Shaft Tran.Input","Shaft Tran.Input","DP101051","point_of_sale.00325","pos_category.2w","Storable Product","2810.0","2810.0","True","True","True"
"31101219","Shaft Trans/Input[4S Champion]","Shaft Trans/Input[4S Champion]","31101219","point_of_sale.00325","pos_category.2w","Storable Product","2480.0","2480.0","True","True","True"
"DU101011","Shaft Transmission Input","Shaft Transmission Input","DU101011","point_of_sale.00325","pos_category.2w","Storable Product","1640.0","1640.0","True","True","True"
"DX101046","Shaft Transmission Output","Shaft Transmission Output","DX101046","point_of_sale.00325","pos_category.2w","Storable Product","2750.0","2750.0","True","True","True"
"DS101046","Shaft-Input T/M","Shaft-Input T/M","DS101046","point_of_sale.00325","pos_category.2w","Storable Product","2720.0","2720.0","True","True","True"
"DP101042","Shaft-Kick","Shaft-Kick","DP101042","point_of_sale.00325","pos_category.2w","Storable Product","695.0","695.0","True","True","True"
"DU101214","Shaft-Output","Shaft-Output","DU101214","point_of_sale.00325","pos_category.2w","Storable Product","3030.0","3030.0","True","True","True"
"31101080","Shaft-Output 2Nd/30T","Shaft-Output 2Nd/30T","31101080","point_of_sale.00169","pos_category.2w","Storable Product","2880.0","2880.0","True","True","True"
"31101021","Shaft-Rocker","Shaft-Rocker","31101021","point_of_sale.00325","pos_category.2w","Storable Product","110.0","110.0","True","True","True"
"DP101021","Shaft-Rocker","Shaft-Rocker","DP101021","point_of_sale.00325","pos_category.2w","Storable Product","240.0","240.0","True","True","True"
"DH101469","Shaft-Rocker Arm","Shaft-Rocker Arm","DH101469","point_of_sale.00325","pos_category.2w","Storable Product","160.0","160.0","True","True","True"
"DS101032","Shaft-Rocker Arm (Exhaust)","Shaft-Rocker Arm (Exhaust)","DS101032","point_of_sale.00325","pos_category.2w","Storable Product","120.0","120.0","True","True","True"
"DH101171","Shaft-Starter Counter","Shaft-Starter Counter","DH101171","point_of_sale.00325","pos_category.2w","Storable Product","120.0","120.0","True","True","True"
"DH102349","Sheild Mufler- Pulsar  150 Twin Disk","Sheild Mufler- Pulsar  150 Twin Disk","DH102349","point_of_sale.00244","pos_category.2w","Storable Product","1470.0","1470.0","True","True","True"
"BF182209","Shell Instrument Panel","Shell Instrument Panel","BF182209","point_of_sale.00175","pos_category.qute","Storable Product","4900.0","4900.0","True","True","True"
"DH101608","Shield - Exhaust Tube","Shield - Exhaust Tube","DH101608","point_of_sale.00327","pos_category.2w","Storable Product","520.0","520.0","True","True","True"
"DJ101073","Shield - Muffler","Shield - Muffler","DJ101073","point_of_sale.00333","pos_category.2w","Storable Product","1170.0","1170.0","True","True","True"
"16161111","Shield Assembly","Shield Assembly","16161111","point_of_sale.00327","pos_category.2w","Storable Product","760.0","760.0","True","True","True"
"DH101521","Shield Assembly - Wire","Shield Assembly - Wire","DH101521","point_of_sale.00327","pos_category.2w","Storable Product","340.0","340.0","True","True","True"
"GF73013X","Shield Assly 1K Francia Blue With Monogr","Shield Assly 1K Francia Blue With Monogr","GF73013X","point_of_sale.00327","pos_category.2w","Storable Product","2175.0","2175.0","True","True","True"
"GF73012V","Shield Assly Cocktail Wine Red With Mono","Shield Assly Cocktail Wine Red With Mono","GF73012V","point_of_sale.00327","pos_category.2w","Storable Product","4820.0","4820.0","True","True","True"
"GF730122","Shield Assly Jet Black With Monogram Gf","Shield Assly Jet Black With Monogram Gf","GF730122","point_of_sale.00327","pos_category.2w","Storable Product","4370.0","4370.0","True","True","True"
"JA591037","Shield Cat","Shield Cat","JA591037","point_of_sale.00327","pos_category.2w","Storable Product","125.0","125.0","True","True","True"
"PD591023","Shield Cat","Shield Cat","PD591023","point_of_sale.00331","pos_category.2w","Storable Product","320.0","320.0","True","True","True"
"DH102261","Shield Cat","Shield Cat","DH102261","point_of_sale.00327","pos_category.2w","Storable Product","310.0","310.0","True","True","True"
"DZ101044","Shield Cat Cover","Shield Cat Cover","DZ101044","point_of_sale.00327","pos_category.2w","Storable Product","250.0","250.0","True","True","True"
"JL591144","Shield Catalytic Converter","Shield Catalytic Converter","JL591144","point_of_sale.00060","pos_category.2w","Storable Product","400.0","400.0","True","True","True"
"JM101022","Shield Exhaust Front","Shield Exhaust Front","JM101022","point_of_sale.00375","pos_category.2w","Storable Product","500.0","500.0","True","True","True"
"JM101027","Shield Exhaust Rear","Shield Exhaust Rear","JM101027","point_of_sale.00191","pos_category.2w","Storable Product","660.0","660.0","True","True","True"
"DV101035","Shield Exhaust Tube","Shield Exhaust Tube","DV101035","point_of_sale.00327","pos_category.2w","Storable Product","500.0","500.0","True","True","True"
"AN101322","Shield Exhaust Tube","Shield Exhaust Tube","AN101322","point_of_sale.00389","pos_category.3w","Storable Product","1300.0","1300.0","True","True","True"
"DH101804","Shield Exhaust Tube - Silver Painted - Pulsar Ug Iii","Shield Exhaust Tube - Silver Painted - Pulsar Ug Iii","DH101804","point_of_sale.00327","pos_category.2w","Storable Product","225.0","225.0","True","True","True"
"DH101759","Shield Exhaust Tube Pulasr Ug3","Shield Exhaust Tube Pulasr Ug3","DH101759","point_of_sale.00327","pos_category.2w","Storable Product","600.0","600.0","True","True","True"
"AZ591016","Shield Heat - 1","Shield Heat - 1","AZ591016","point_of_sale.00327","pos_category.3w","Storable Product","320.0","320.0","True","True","True"
"AZ591015","Shield Heat - 2","Shield Heat - 2","AZ591015","point_of_sale.00327","pos_category.3w","Storable Product","840.0","840.0","True","True","True"
"DH101468","Shield Muffler","Shield Muffler","DH101468","point_of_sale.00327","pos_category.2w","Storable Product","2100.0","2100.0","True","True","True"
"JW591023","Shield Muffler","Shield Muffler","JW591023","point_of_sale.00327","pos_category.2w","Storable Product","1120.0","1120.0","True","True","True"
"GF101128","Shield Muffler","Shield Muffler","GF101128","point_of_sale.00327","pos_category.2w","Storable Product","285.0","285.0","True","True","True"
"JY591297","Shield Muffler","Shield Muffler","JY591297","point_of_sale.00197","pos_category.2w","Storable Product","1380.0","1380.0","True","True","True"
"JB591080","Shield Muffler","Shield Muffler","JB591080","point_of_sale.00244","pos_category.2w","Storable Product","1750.0","1750.0","True","True","True"
"JA591036","Shield Muffler","Shield Muffler","JA591036","point_of_sale.00327","pos_category.2w","Storable Product","520.0","520.0","True","True","True"
"JB591026","Shield Muffler","Shield Muffler","JB591026","point_of_sale.00327","pos_category.2w","Storable Product","1140.0","1140.0","True","True","True"
"DH102272","Shield Muffler","Shield Muffler","DH102272","point_of_sale.00333","pos_category.2w","Storable Product","1300.0","1300.0","True","True","True"
"PF591327","Shield Muffler","Shield Muffler","PF591327","point_of_sale.00333","pos_category.2w","Storable Product","1350.0","1350.0","True","True","True"
"JD591026","Shield Muffler","Shield Muffler","JD591026","point_of_sale.00327","pos_category.2w","Storable Product","2590.0","2590.0","True","True","True"
"PF591045","Shield Muffler (Bm150)","Shield Muffler (Bm150)","PF591045","point_of_sale.00327","pos_category.2w","Storable Product","440.0","440.0","True","True","True"
"DV101057","Shield Muffler (Front)","Shield Muffler (Front)","DV101057","point_of_sale.00327","pos_category.2w","Storable Product","300.0","300.0","True","True","True"
"DV101056","Shield Muffler (Rear)","Shield Muffler (Rear)","DV101056","point_of_sale.00327","pos_category.2w","Storable Product","200.0","200.0","True","True","True"
"DH101803","Shield Muffler (Silver Painted)","Shield Muffler (Silver Painted)","DH101803","point_of_sale.00327","pos_category.2w","Storable Product","325.0","325.0","True","True","True"
"JH591034","Shield Muffler C101","Shield Muffler C101","JH591034","point_of_sale.00303","pos_category.2w","Storable Product","1080.0","1080.0","True","True","True"
"JZ591095","Shield Muffler Disco-11","Shield Muffler Disco-11","JZ591095","point_of_sale.00327","pos_category.2w","Storable Product","1550.0","1550.0","True","True","True"
"JE591195","Shield Muffler-  Black Color -Pulsar 135","Shield Muffler-  Black Color -Pulsar 135","JE591195","point_of_sale.00244","pos_category.2w","Storable Product","1150.0","1150.0","True","True","True"
"PA591120","Shield Muffler-D105C","Shield Muffler-D105C","PA591120","point_of_sale.00333","pos_category.2w","Storable Product","1210.0","1210.0","True","True","True"
"29161062","Shield Primered - Spirit","Shield Primered - Spirit","29161062","point_of_sale.00013","pos_category.2w","Storable Product","2435.0","2435.0","True","True","True"
"DF101019","Shield Silencer","Shield Silencer","DF101019","point_of_sale.00327","pos_category.2w","Storable Product","220.0","220.0","True","True","True"
"JZ591043","Shield Silencer","Shield Silencer","JZ591043","point_of_sale.00327","pos_category.2w","Storable Product","2330.0","2330.0","True","True","True"
"PF591146","Shield Silencer B104D","Shield Silencer B104D","PF591146","point_of_sale.00333","pos_category.2w","Storable Product","1530.0","1530.0","True","True","True"
"DH102368","Shield Wire","Shield Wire","DH102368","point_of_sale.00327","pos_category.2w","Storable Product","275.0","275.0","True","True","True"
"GF101143","Shield, Exhaust Tube","Shield, Exhaust Tube","GF101143","point_of_sale.00327","pos_category.2w","Storable Product","455.0","455.0","True","True","True"
"DU101180","Shield-Silencer (Cat)","Shield-Silencer (Cat)","DU101180","point_of_sale.00327","pos_category.2w","Storable Product","570.0","570.0","True","True","True"
"BA132157","Shifter Assembly - Gear","Shifter Assembly - Gear","BA132157","point_of_sale.00171","pos_category.3w","Storable Product","1790.0","1790.0","True","True","True"
"77036035184","Shim","Shim","77036035184","point_of_sale.00095","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035244","Shim","Shim","77036035244","point_of_sale.00096","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035192","Shim","Shim","77036035192","point_of_sale.00228","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035240","Shim","Shim","77036035240","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035248","Shim","Shim","77036035248","point_of_sale.00095","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035188","Shim","Shim","77036035188","point_of_sale.00096","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035252","Shim","Shim","77036035252","point_of_sale.00095","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035172","Shim","Shim","77036035172","point_of_sale.00096","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035256","Shim","Shim","77036035256","point_of_sale.00096","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035212","Shim","Shim","77036035212","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035236","Shim","Shim","77036035236","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035260","Shim","Shim","77036035260","point_of_sale.00096","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035208","Shim","Shim","77036035208","point_of_sale.00023","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035228","Shim","Shim","77036035228","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035200","Shim","Shim","77036035200","point_of_sale.00040","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035196","Shim","Shim","77036035196","point_of_sale.00139","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035224","Shim","Shim","77036035224","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035220","Shim","Shim","77036035220","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035204","Shim","Shim","77036035204","point_of_sale.00040","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035176","Shim","Shim","77036035176","point_of_sale.00096","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035216","Shim","Shim","77036035216","point_of_sale.00113","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"77036035180","Shim","Shim","77036035180","point_of_sale.00095","pos_category.2w","Storable Product","2320.0","2320.0","True","True","True"
"BA102055","Shim (Cam Shaft)","Shim (Cam Shaft)","BA102055","point_of_sale.00328","pos_category.3w","Storable Product","15.0","15.0","True","True","True"
"36JU0040","Shim 2 Mm ","Shim 2 Mm ","36JU0040","point_of_sale.00009","pos_category.2w","Storable Product","230.0","230.0","True","True","True"
"BB103045","Shim Fuel Pump -0.1T","Shim Fuel Pump -0.1T","BB103045","point_of_sale.00328","pos_category.3w","Storable Product","20.0","20.0","True","True","True"
"BB103044","Shim Fuel Pump-0.15T","Shim Fuel Pump-0.15T","BB103044","point_of_sale.00328","pos_category.3w","Storable Product","20.0","20.0","True","True","True"
"29171018","Shock Absorber - Front","Shock Absorber - Front","29171018","point_of_sale.00330","pos_category.2w","Storable Product","965.0","965.0","True","True","True"
"DM171003","Shock Absorber - Rear","Shock Absorber - Rear","DM171003","point_of_sale.00330","pos_category.2w","Storable Product","4560.0","4560.0","True","True","True"
"DJ171019","Shock Absorber - Rear A/W [Nitrox]","Shock Absorber - Rear A/W [Nitrox]","DJ171019","point_of_sale.00330","pos_category.2w","Storable Product","7110.0","7110.0","True","True","True"
"DM171025","Shock Absorber - Rear [Spring In Spring]","Shock Absorber - Rear [Spring In Spring]","DM171025","point_of_sale.00329","pos_category.2w","Storable Product","5330.0","5330.0","True","True","True"
"JW122001","Shock Absorber Rear","Shock Absorber Rear","JW122001","point_of_sale.00330","pos_category.2w","Storable Product","3480.0","3480.0","True","True","True"
"JD122003","Shock Absorber Rear","Shock Absorber Rear","JD122003","point_of_sale.00330","pos_category.2w","Storable Product","6840.0","6840.0","True","True","True"
"JF122000","Shock Absorber Rear (K11)","Shock Absorber Rear (K11)","JF122000","point_of_sale.00330","pos_category.2w","Storable Product","15210.0","15210.0","True","True","True"
"JB122013","Shock Absorber Rear - Orange","Shock Absorber Rear - Orange","JB122013","point_of_sale.00330","pos_category.2w","Storable Product","4700.0","4700.0","True","True","True"
"JB122015","Shock Absorber Rear - Silver","Shock Absorber Rear - Silver","JB122015","point_of_sale.00330","pos_category.2w","Storable Product","3435.0","3435.0","True","True","True"
"DH171023","Shock Absorber Rear-Black","Shock Absorber Rear-Black","DH171023","point_of_sale.00330","pos_category.2w","Storable Product","6700.0","6700.0","True","True","True"
"31151021","Shock Damper","Shock Damper","31151021","point_of_sale.00329","pos_category.2w","Storable Product","220.0","220.0","True","True","True"
"DP171019","Shock-Absorber(Rear)","Shock-Absorber(Rear)","DP171019","point_of_sale.00330","pos_category.2w","Storable Product","1335.0","1335.0","True","True","True"
"PD122005","Shockabsorber  - A102","Shockabsorber  - A102","PD122005","point_of_sale.00113","pos_category.2w","Storable Product","4690.0","4690.0","True","True","True"
"DM171026","Shockabsorber - Export:-Spring In Spring","Shockabsorber - Export:-Spring In Spring","DM171026","point_of_sale.00330","pos_category.2w","Storable Product","3610.0","3610.0","True","True","True"
"GF171004","Shockabsorber - Front","Shockabsorber - Front","GF171004","point_of_sale.00330","pos_category.2w","Storable Product","2660.0","2660.0","True","True","True"
"GF171003","Shockabsorber - Rear","Shockabsorber - Rear","GF171003","point_of_sale.00330","pos_category.2w","Storable Product","5550.0","5550.0","True","True","True"
"16171092","Shockabsorber Assembly - Rear","Shockabsorber Assembly - Rear","16171092","point_of_sale.00330","pos_category.2w","Storable Product","1515.0","1515.0","True","True","True"
"AB171044","Shockabsorber Assembly Complete-Front","Shockabsorber Assembly Complete-Front","AB171044","point_of_sale.00330","pos_category.3w","Storable Product","2980.0","2980.0","True","True","True"
"24171094","Shockabsorber Assembly-Rear","Shockabsorber Assembly-Rear","24171094","point_of_sale.00329","pos_category.3w","Storable Product","2790.0","2790.0","True","True","True"
"24171137","Shockabsorber Assy Comp Fr","Shockabsorber Assy Comp Fr","24171137","point_of_sale.00329","pos_category.3w","Storable Product","2760.0","2760.0","True","True","True"
"JZ122050","Shockabsorber Mono","Shockabsorber Mono","JZ122050","point_of_sale.00330","pos_category.2w","Storable Product","15810.0","15810.0","True","True","True"
"JL122006","Shockabsorber Mono","Shockabsorber Mono","JL122006","point_of_sale.00330","pos_category.2w","Storable Product","15870.0","15870.0","True","True","True"
"JZ122003","Shockabsorber Mono","Shockabsorber Mono","JZ122003","point_of_sale.00330","pos_category.2w","Storable Product","17450.0","17450.0","True","True","True"
"JY122019","Shockabsorber Mono","Shockabsorber Mono","JY122019","point_of_sale.00208","pos_category.2w","Storable Product","23580.0","23580.0","True","True","True"
"JF122013","Shockabsorber Mono - K10","Shockabsorber Mono - K10","JF122013","point_of_sale.00040","pos_category.2w","Storable Product","16000.0","16000.0","True","True","True"
"JP122001","Shockabsorber Mono Duke 200 Nhd My17","Shockabsorber Mono Duke 200 Nhd My17","JP122001","point_of_sale.00113","pos_category.2w","Storable Product","30010.0","30010.0","True","True","True"
"JY122020","Shockabsorber Mono Rc390 Hd","Shockabsorber Mono Rc390 Hd","JY122020","point_of_sale.00330","pos_category.2w","Storable Product","21320.0","21320.0","True","True","True"
"PF122005","Shockabsorber Rear","Shockabsorber Rear","PF122005","point_of_sale.00330","pos_category.2w","Storable Product","3420.0","3420.0","True","True","True"
"PF122025","Shockabsorber Rear","Shockabsorber Rear","PF122025","point_of_sale.00329","pos_category.2w","Storable Product","4580.0","4580.0","True","True","True"
"PA122026","Shockabsorber Rear","Shockabsorber Rear","PA122026","point_of_sale.00330","pos_category.2w","Storable Product","5860.0","5860.0","True","True","True"
"PD122016","Shockabsorber Rear","Shockabsorber Rear","PD122016","point_of_sale.00113","pos_category.2w","Storable Product","4630.0","4630.0","True","True","True"
"JH122015","Shockabsorber Rear","Shockabsorber Rear","JH122015","point_of_sale.00238","pos_category.2w","Storable Product","5530.0","5530.0","True","True","True"
"PD122010","Shockabsorber Rear","Shockabsorber Rear","PD122010","point_of_sale.00001","pos_category.2w","Storable Product","5400.0","5400.0","True","True","True"
"PA122061","Shockabsorber Rear","Shockabsorber Rear","PA122061","point_of_sale.00330","pos_category.2w","Storable Product","7660.0","7660.0","True","True","True"
"JH122003","Shockabsorber Rear","Shockabsorber Rear","JH122003","point_of_sale.00329","pos_category.2w","Storable Product","7700.0","7700.0","True","True","True"
"PF122012","Shockabsorber Rear","Shockabsorber Rear","PF122012","point_of_sale.00330","pos_category.2w","Storable Product","5980.0","5980.0","True","True","True"
"DX171004","Shockabsorber Rear - Aluminum Adjuster","Shockabsorber Rear - Aluminum Adjuster","DX171004","point_of_sale.00330","pos_category.2w","Storable Product","6450.0","6450.0","True","True","True"
"DT122019","Shockabsorber Rear Pdc","Shockabsorber Rear Pdc","DT122019","point_of_sale.00330","pos_category.2w","Storable Product","15560.0","15560.0","True","True","True"
"PF122004","Shockabsorber Rear-Sns","Shockabsorber Rear-Sns","PF122004","point_of_sale.00330","pos_category.2w","Storable Product","4070.0","4070.0","True","True","True"
"JU122009","Shockabsorber With Dust Cover Duke 200","Shockabsorber With Dust Cover Duke 200","JU122009","point_of_sale.00422","pos_category.2w","Storable Product","25620.0","25620.0","True","True","True"
"DG151096","Shoe - Brake For Spare Parts","Shoe - Brake For Spare Parts","DG151096","point_of_sale.00041","pos_category.2w","Storable Product","1350.0","1350.0","True","True","True"
"GF151009","Shoe Assembly - Brake :- Rear","Shoe Assembly - Brake :- Rear","GF151009","point_of_sale.00041","pos_category.2w","Storable Product","1130.0","1130.0","True","True","True"
"BB151064","Shoe Clamping Kit","Shoe Clamping Kit","BB151064","point_of_sale.00076","pos_category.3w","Storable Product","70.0","70.0","True","True","True"
"AB151035","Shoe Hold Disc Compl","Shoe Hold Disc Compl","AB151035","point_of_sale.00041","pos_category.3w","Storable Product","3520.0","3520.0","True","True","True"
"24151071","Shoe Pair Complete: Rear Brake","Shoe Pair Complete: Rear Brake","24151071","point_of_sale.00041","pos_category.3w","Storable Product","1930.0","1930.0","True","True","True"
"31151060","Shoe-Brake","Shoe-Brake","31151060","point_of_sale.00041","pos_category.2w","Storable Product","770.0","770.0","True","True","True"
"56JF246B","Shorud Lh Moon Light Silver Pulsar 400","Shorud Lh Moon Light Silver Pulsar 400","56JF246B","point_of_sale.00111","pos_category.2w","Storable Product","2090.0","2090.0","True","True","True"
"19101018","Shoulder Ring No-3","Shoulder Ring No-3","19101018","point_of_sale.00300","pos_category.3w","Storable Product","100.0","100.0","True","True","True"
"19101019","Shoulder Ring No-4","Shoulder Ring No-4","19101019","point_of_sale.00300","pos_category.3w","Storable Product","120.0","120.0","True","True","True"
"19101016","Shoulder Ring No.1","Shoulder Ring No.1","19101016","point_of_sale.00300","pos_category.3w","Storable Product","110.0","110.0","True","True","True"
"01100711","Shoulder Ring No.1","Shoulder Ring No.1","01100711","point_of_sale.00300","pos_category.3w","Storable Product","140.0","140.0","True","True","True"
"19101017","Shoulder Ring No.2","Shoulder Ring No.2","19101017","point_of_sale.00300","pos_category.3w","Storable Product","110.0","110.0","True","True","True"
"01100713","Shoulder Ring No.3","Shoulder Ring No.3","01100713","point_of_sale.00300","pos_category.3w","Storable Product","150.0","150.0","True","True","True"
"01100714","Shoulder Ring No.4","Shoulder Ring No.4","01100714","point_of_sale.00300","pos_category.3w","Storable Product","100.0","100.0","True","True","True"
"03180114","Shoulder Washer","Shoulder Washer","03180114","point_of_sale.00399","pos_category.3w","Storable Product","35.0","35.0","True","True","True"
"JL181017","Shroud Assembly Lh","Shroud Assembly Lh","JL181017","point_of_sale.00095","pos_category.2w","Storable Product","890.0","890.0","True","True","True"
"JL181019","Shroud Assembly Rh","Shroud Assembly Rh","JL181019","point_of_sale.00040","pos_category.2w","Storable Product","880.0","880.0","True","True","True"
"JL181226","Shroud Assy Lh","Shroud Assy Lh","JL181226","point_of_sale.00290","pos_category.2w","Storable Product","570.0","570.0","True","True","True"
"JL181229","Shroud Assy Rh","Shroud Assy Rh","JL181229","point_of_sale.00290","pos_category.2w","Storable Product","880.0","880.0","True","True","True"
"BF601407","Shroud Bottom","Shroud Bottom","BF601407","point_of_sale.00100","pos_category.qute","Storable Product","640.0","640.0","True","True","True"
"BF601404","Shroud Cooling Upper","Shroud Cooling Upper","BF601404","point_of_sale.00092","pos_category.qute","Storable Product","930.0","930.0","True","True","True"
"56JL243G","Shroud Inner  Lh Moon Light Silver","Shroud Inner  Lh Moon Light Silver","56JL243G","point_of_sale.00290","pos_category.2w","Storable Product","195.0","195.0","True","True","True"
"56JL253G","Shroud Inner  Rh Moon Light Silver","Shroud Inner  Rh Moon Light Silver","56JL253G","point_of_sale.00290","pos_category.2w","Storable Product","195.0","195.0","True","True","True"
"JF181216","Shroud Lh (K11)","Shroud Lh (K11)","JF181216","point_of_sale.00179","pos_category.2w","Storable Product","410.0","410.0","True","True","True"
"JF181255","Shroud Lh (K16B)","Shroud Lh (K16B)","JF181255","point_of_sale.00096","pos_category.2w","Storable Product","270.0","270.0","True","True","True"
"JL181232","Shroud Mtg Bkt Rh","Shroud Mtg Bkt Rh","JL181232","point_of_sale.00040","pos_category.2w","Storable Product","130.0","130.0","True","True","True"
"JY181256","Shroud Radiator","Shroud Radiator","JY181256","point_of_sale.00208","pos_category.2w","Storable Product","580.0","580.0","True","True","True"
"JF181217","Shroud Rh (K11)","Shroud Rh (K11)","JF181217","point_of_sale.00179","pos_category.2w","Storable Product","390.0","390.0","True","True","True"
"JF181256","Shroud Rh (K16B)","Shroud Rh (K16B)","JF181256","point_of_sale.00096","pos_category.2w","Storable Product","270.0","270.0","True","True","True"
"56JF256B","Shroud Rh Moon Light Silver Pulsar 400","Shroud Rh Moon Light Silver Pulsar 400","56JF256B","point_of_sale.00151","pos_category.2w","Storable Product","2090.0","2090.0","True","True","True"
"BF182229","Shroud Steering Lower","Shroud Steering Lower","BF182229","point_of_sale.00100","pos_category.qute","Storable Product","620.0","620.0","True","True","True"
"BF182228","Shroud Steering Upper","Shroud Steering Upper","BF182228","point_of_sale.00100","pos_category.qute","Storable Product","370.0","370.0","True","True","True"
"DM73022V","Si. Cover Paint+New Dcl Box S C Wine Red - Boxer Bm100","Si. Cover Paint+New Dcl Box S C Wine Red - Boxer Bm100","DM73022V","point_of_sale.00331","pos_category.2w","Storable Product","1825.0","1825.0","True","True","True"
"DM73012V","Si. Cover Paint+New Dcl Box S C Wine Red - Boxer Bm100","Si. Cover Paint+New Dcl Box S C Wine Red - Boxer Bm100","DM73012V","point_of_sale.00331","pos_category.2w","Storable Product","1815.0","1815.0","True","True","True"
"DM73011G","Si. Cover Paint+New Dcl Box S Cres Blue - Boxer Bm100","Si. Cover Paint+New Dcl Box S Cres Blue - Boxer Bm100","DM73011G","point_of_sale.00331","pos_category.2w","Storable Product","2125.0","2125.0","True","True","True"
"DM73021G","Si. Cover Paint+New Dcl Box S Cres Blue - Boxer Bm100","Si. Cover Paint+New Dcl Box S Cres Blue - Boxer Bm100","DM73021G","point_of_sale.00331","pos_category.2w","Storable Product","1625.0","1625.0","True","True","True"
"DM730822","Si. Cover Paint+New Dcl Box S Jet Blk - Boxer Bm100","Si. Cover Paint+New Dcl Box S Jet Blk - Boxer Bm100","DM730822","point_of_sale.00331","pos_category.2w","Storable Product","2100.0","2100.0","True","True","True"
"DM730722","Si. Cover Paint+New Dcl Box S Jet Blk - Boxer Bm100","Si. Cover Paint+New Dcl Box S Jet Blk - Boxer Bm100","DM730722","point_of_sale.00331","pos_category.2w","Storable Product","1090.0","1090.0","True","True","True"
"DM7305X4","Si. Cover Painted Lh Boxer S Flame Red","Si. Cover Painted Lh Boxer S Flame Red","DM7305X4","point_of_sale.00095","pos_category.2w","Storable Product","2290.0","2290.0","True","True","True"
"DM730522","Si. Cover Painted Lh Boxer S Jet Blk","Si. Cover Painted Lh Boxer S Jet Blk","DM730522","point_of_sale.00095","pos_category.2w","Storable Product","740.0","740.0","True","True","True"
"DM7306X4","Si. Cover Painted Rh Boxer S Flame Red","Si. Cover Painted Rh Boxer S Flame Red","DM7306X4","point_of_sale.00095","pos_category.2w","Storable Product","1170.0","1170.0","True","True","True"
"52DH1528","Si.Cvr Lh Asly Dclroyal Blue P150 Ug+Bs4","Si.Cvr Lh Asly Dclroyal Blue P150 Ug+Bs4","52DH1528","point_of_sale.00095","pos_category.2w","Storable Product","3400.0","3400.0","True","True","True"
"52DH1527","Si.Cvr Lh Asly  Dcl Kh.Eb.Bl P150 Ug+Bs4","Si.Cvr Lh Asly  Dcl Kh.Eb.Bl P150 Ug+Bs4","52DH1527","point_of_sale.00095","pos_category.2w","Storable Product","3390.0","3390.0","True","True","True"
"52DH1529","Si.Cvr Rh Wh Dcl Khi Eb.Blk P150 Ug+Bs4","Si.Cvr Rh Wh Dcl Khi Eb.Blk P150 Ug+Bs4","52DH1529","point_of_sale.00095","pos_category.2w","Storable Product","3460.0","3460.0","True","True","True"
"52DH1530","Si.Cvr Rh Wh Dcl Royal Blue P150 Ug+Bs4","Si.Cvr Rh Wh Dcl Royal Blue P150 Ug+Bs4","52DH1530","point_of_sale.00095","pos_category.2w","Storable Product","3400.0","3400.0","True","True","True"
"BA102069","Side  Metal","Side  Metal","BA102069","point_of_sale.00098","pos_category.3w","Storable Product","610.0","610.0","True","True","True"
"BA102070","Side  Metal","Side  Metal","BA102070","point_of_sale.00098","pos_category.3w","Storable Product","620.0","620.0","True","True","True"
"SVA0023","Side Bar & Bracket","Side Bar & Bracket","SVA0023","point_of_sale.00331","pos_category.3w","Storable Product","690.0","690.0","True","True","True"
"JW73013H","Side Cov Lh Paint Xcd 135 J Black Blue D","Side Cov Lh Paint Xcd 135 J Black Blue D","JW73013H","point_of_sale.00331","pos_category.2w","Storable Product","2980.0","2980.0","True","True","True"
"JW73014J","Side Cov Lh Paint Xcd 135 J Black Green","Side Cov Lh Paint Xcd 135 J Black Green","JW73014J","point_of_sale.00331","pos_category.2w","Storable Product","1010.0","1010.0","True","True","True"
