External ID,Internal Reference,Quantity On Hand
point_of_sale.24121105,24121105,0.0
point_of_sale.24121117,24121117,0.0
point_of_sale.24121118,24121118,9.0
point_of_sale.24121120,24121120,0.0
point_of_sale.24121231,24121231,0.0
point_of_sale.24121240,24121240,0.0
point_of_sale.24121242,24121242,0.0
point_of_sale.24121243,24121243,0.0
point_of_sale.24121245,24121245,0.0
point_of_sale.24121248,24121248,0.0
point_of_sale.24121249,24121249,0.0
point_of_sale.24121250,24121250,0.0
point_of_sale.24121251,24121251,0.0
point_of_sale.24121253,24121253,0.0
point_of_sale.24121254,24121254,0.0
point_of_sale.24121255,24121255,0.0
point_of_sale.24121258,24121258,0.0
point_of_sale.24121261,24121261,0.0
point_of_sale.24121263,24121263,0.0
point_of_sale.24121267,24121267,0.0
point_of_sale.24121268,24121268,0.0
point_of_sale.24121272,24121272,0.0
point_of_sale.24121286,24121286,0.0
point_of_sale.24121290,24121290,0.0
point_of_sale.24121291,24121291,0.0
point_of_sale.24121297,24121297,0.0
point_of_sale.24121298,24121298,0.0
point_of_sale.24121299,24121299,0.0
point_of_sale.24121300,24121300,0.0
point_of_sale.24121301,24121301,0.0
point_of_sale.24121302,24121302,0.0
point_of_sale.24121303,24121303,0.0
point_of_sale.24121305,24121305,0.0
point_of_sale.24121306,24121306,0.0
point_of_sale.24121307,24121307,0.0
point_of_sale.24121308,24121308,0.0
point_of_sale.24121309,24121309,0.0
point_of_sale.24121310,24121310,-5.0
point_of_sale.24121311,24121311,0.0
point_of_sale.24121312,24121312,0.0
point_of_sale.24121313,24121313,0.0
point_of_sale.24121314,24121314,0.0
point_of_sale.24121315,24121315,-4.0
point_of_sale.24121316,24121316,0.0
point_of_sale.24121317,24121317,0.0
point_of_sale.24121318,24121318,0.0
point_of_sale.24121319,24121319,0.0
point_of_sale.24121320,24121320,0.0
point_of_sale.24121321,24121321,0.0
point_of_sale.24121323,24121323,-10.0
point_of_sale.24121324,24121324,0.0
point_of_sale.24121325,24121325,0.0
point_of_sale.24121326,24121326,0.0
point_of_sale.24121327,24121327,0.0
point_of_sale.24121329,24121329,0.0
point_of_sale.24121332,24121332,0.0
point_of_sale.24121333,24121333,0.0
point_of_sale.24121348,24121348,0.0
point_of_sale.24121361,24121361,11.0
point_of_sale.24121362,24121362,0.0
point_of_sale.24121364,24121364,0.0
point_of_sale.24121365,24121365,3.0
point_of_sale.24121366,24121366,0.0
point_of_sale.24121367,24121367,0.0
point_of_sale.24121368,24121368,6.0
point_of_sale.24121369,24121369,0.0
point_of_sale.24121370,24121370,0.0
point_of_sale.24121375,24121375,-3.0
point_of_sale.24121383,24121383,0.0
point_of_sale.24121384,24121384,0.0
point_of_sale.24121391,24121391,0.0
point_of_sale.24121393,24121393,-2.0
point_of_sale.24121399,24121399,0.0
point_of_sale.24121400,24121400,0.0
point_of_sale.24121401,24121401,-1.0
point_of_sale.24121402,24121402,-3.0
point_of_sale.24121407,24121407,0.0
point_of_sale.24121460,24121460,0.0
point_of_sale.24121462,24121462,3.0
point_of_sale.24121476,24121476,-2.0
point_of_sale.24121477,24121477,0.0
point_of_sale.24121652,24121652,1.0
point_of_sale.24121677,24121677,0.0
point_of_sale.24121682,24121682,0.0
point_of_sale.24121695,24121695,14.0
point_of_sale.24121698,24121698,0.0
point_of_sale.24121749,24121749,0.0
point_of_sale.24130103,24130103,-2.0
point_of_sale.24130105,24130105,5.0
point_of_sale.24130106,24130106,5.0
point_of_sale.24130111,24130111,-1.0
point_of_sale.24130112,24130112,0.0
point_of_sale.24130113,24130113,358.0
point_of_sale.24130118,24130118,6.0
point_of_sale.24130129,24130129,-1.0
point_of_sale.24130209,24130209,29.0
point_of_sale.24130214,24130214,5.0
point_of_sale.24131001,24131001,0.0
point_of_sale.24131002,24131002,19.0
point_of_sale.24131003,24131003,-10.0
point_of_sale.24131004,24131004,102.0
point_of_sale.24131007,24131007,0.0
point_of_sale.24131008,24131008,7.0
point_of_sale.24131009,24131009,12.0
point_of_sale.24131016,24131016,27.0
point_of_sale.24131017,24131017,0.0
point_of_sale.24131032,24131032,15.0
point_of_sale.24131046,24131046,32.0
point_of_sale.24131061,24131061,0.0
point_of_sale.24131069,24131069,0.0
point_of_sale.24131070,24131070,0.0
point_of_sale.24131072,24131072,1.0
point_of_sale.24131074,24131074,0.0
point_of_sale.24131075,24131075,6.0
point_of_sale.24131098,24131098,0.0
point_of_sale.24140102,24140102,0.0
point_of_sale.24140110,24140110,5.0
point_of_sale.24140111,24140111,0.0
point_of_sale.24140112,24140112,0.0
point_of_sale.24140115,24140115,30.0
point_of_sale.24141055,24141055,0.0
point_of_sale.24141069,24141069,0.0
point_of_sale.24141070,24141070,5.0
point_of_sale.24141071,24141071,0.0
point_of_sale.24141072,24141072,0.0
point_of_sale.24141090,24141090,0.0
point_of_sale.24141091,24141091,0.0
point_of_sale.24141097,24141097,0.0
point_of_sale.24141098,24141098,0.0
point_of_sale.24141104,24141104,0.0
point_of_sale.24141105,24141105,0.0
point_of_sale.24141109,24141109,-1.0
point_of_sale.24141113,24141113,0.0
point_of_sale.24141115,24141115,0.0
point_of_sale.24141130,24141130,0.0
point_of_sale.24141132,24141132,-2.0
point_of_sale.24141133,24141133,0.0
point_of_sale.24141134,24141134,0.0
point_of_sale.24141135,24141135,0.0
point_of_sale.24141137,24141137,0.0
point_of_sale.24141138,24141138,0.0
point_of_sale.24141139,24141139,0.0
point_of_sale.24141140,24141140,0.0
point_of_sale.24141148,24141148,0.0
point_of_sale.24141149,24141149,3.0
point_of_sale.24141164,24141164,0.0
point_of_sale.24141165,24141165,0.0
point_of_sale.24141183,24141183,0.0
point_of_sale.24141184,24141184,0.0
point_of_sale.24141187,24141187,0.0
point_of_sale.24141188,24141188,0.0
point_of_sale.24141190,24141190,0.0
point_of_sale.24141191,24141191,0.0
point_of_sale.24141210,24141210,32.0
point_of_sale.24150501,24150501,5.0
point_of_sale.24150502,24150502,-1.0
point_of_sale.24150504,24150504,7.0
point_of_sale.24150505,24150505,45.0
point_of_sale.24150506,24150506,0.0
point_of_sale.24150507,24150507,9.0
point_of_sale.24150508,24150508,0.0
point_of_sale.24151027,24151027,0.0
point_of_sale.24151030,24151030,0.0
point_of_sale.24151042,24151042,0.0
point_of_sale.24151045,24151045,-1.0
point_of_sale.24151058,24151058,10.0
point_of_sale.24151059,24151059,6.0
point_of_sale.24151060,24151060,4.0
point_of_sale.24151061,24151061,4.0
point_of_sale.24151061K,24151061K,0.0
point_of_sale.24151067,24151067,-6.0
point_of_sale.24151068,24151068,-1.0
point_of_sale.24151071,24151071,16.0
point_of_sale.24151090,24151090,1.0
point_of_sale.24151092,24151092,0.0
point_of_sale.24151094,24151094,-6.0
point_of_sale.24151097,24151097,12.0
point_of_sale.24151098,24151098,20.0
point_of_sale.24151101,24151101,0.0
point_of_sale.24151107,24151107,0.0
point_of_sale.24151108,24151108,0.0
point_of_sale.24151110,24151110,0.0
point_of_sale.24151113,24151113,0.0
point_of_sale.24151114,24151114,0.0
point_of_sale.24151118,24151118,0.0
point_of_sale.24151119,24151119,0.0
point_of_sale.24151120,24151120,0.0
point_of_sale.24151130,24151130,0.0
point_of_sale.24151132,24151132,0.0
point_of_sale.24151133,24151133,0.0
point_of_sale.24151134,24151134,0.0
point_of_sale.24151135,24151135,0.0
point_of_sale.24151137,24151137,30.0
point_of_sale.24151138,24151138,-1.0
point_of_sale.24151145,24151145,8.0
point_of_sale.24151146,24151146,0.0
point_of_sale.24151147,24151147,0.0
point_of_sale.24151148,24151148,0.0
point_of_sale.24151152,24151152,0.0
point_of_sale.24151154,24151154,0.0
point_of_sale.24151163,24151163,0.0
point_of_sale.24151164,24151164,0.0
point_of_sale.24151167,24151167,3.0
point_of_sale.24151168,24151168,0.0
point_of_sale.24151169,24151169,0.0
point_of_sale.24151170,24151170,0.0
point_of_sale.24151171,24151171,88.0
point_of_sale.24151172,24151172,0.0
point_of_sale.24151173,24151173,6.0
point_of_sale.24151174,24151174,0.0
point_of_sale.24151175,24151175,2.0
point_of_sale.24151176,24151176,0.0
point_of_sale.24151177,24151177,13.0
point_of_sale.24151178,24151178,0.0
point_of_sale.24151179,24151179,4.0
point_of_sale.24151180,24151180,0.0
point_of_sale.24151181,24151181,0.0
point_of_sale.24151182,24151182,0.0
point_of_sale.24151183,24151183,0.0
point_of_sale.24151221,24151221,0.0
point_of_sale.24151232,24151232,5.0
point_of_sale.24151234,24151234,0.0
point_of_sale.24151238,24151238,-6.0
point_of_sale.24151243,24151243,0.0
point_of_sale.24151247,24151247,7.0
point_of_sale.24151248,24151248,0.0
point_of_sale.24151249,24151249,0.0
point_of_sale.24151250,24151250,0.0
point_of_sale.24151255,24151255,-1.0
point_of_sale.24151256,24151256,0.0
point_of_sale.24151258,24151258,3.0
point_of_sale.24151266,24151266,3.0
point_of_sale.24151268,24151268,0.0
point_of_sale.24151274,24151274,0.0
point_of_sale.24151275,24151275,0.0
point_of_sale.24151285,24151285,-1.0
point_of_sale.24151289,24151289,9.0
point_of_sale.24151290,24151290,0.0
point_of_sale.24151291,24151291,0.0
point_of_sale.24151296,24151296,0.0
point_of_sale.24151297,24151297,-4.0
point_of_sale.24160913,24160913,6.0
point_of_sale.24160916,24160916,9.0
point_of_sale.24160924,24160924,50.0
point_of_sale.24161003,24161003,25.0
point_of_sale.24161149,24161149,7.0
point_of_sale.24161176,24161176,0.0
point_of_sale.24161190,24161190,10.0
point_of_sale.24161192,24161192,0.0
point_of_sale.24161256,24161256,0.0
point_of_sale.24161266,24161266,0.0
point_of_sale.24161267,24161267,32.0
point_of_sale.24161297,24161297,-12.0
point_of_sale.24161313,24161313,0.0
point_of_sale.24161324,24161324,0.0
point_of_sale.24161352,24161352,0.0
point_of_sale.24161367,24161367,0.0
point_of_sale.24161368,24161368,6.0
point_of_sale.24161369,24161369,0.0
point_of_sale.24161370,24161370,0.0
point_of_sale.24161371,24161371,22.0
point_of_sale.24161373,24161373,12.0
point_of_sale.24161387,24161387,0.0
point_of_sale.24161390,24161390,0.0
point_of_sale.24161398,24161398,0.0
point_of_sale.24161409,24161409,0.0
point_of_sale.24161415,24161415,0.0
point_of_sale.24161424,24161424,-1.0
point_of_sale.24161432,24161432,0.0
point_of_sale.24161443,24161443,0.0
point_of_sale.24161446,24161446,5.0
point_of_sale.24161483,24161483,3.0
point_of_sale.24161492,24161492,0.0
point_of_sale.24161504,24161504,0.0
point_of_sale.24165116,24165116,5.0
point_of_sale.24165132,24165132,0.0
point_of_sale.24165137,24165137,0.0
point_of_sale.24165214,24165214,0.0
point_of_sale.24165215,24165215,0.0
point_of_sale.24165230,24165230,0.0
point_of_sale.24165273,24165273,10.0
point_of_sale.24165274,24165274,0.0
point_of_sale.24165309,24165309,0.0
point_of_sale.24170205,24170205,0.0
point_of_sale.24170206,24170206,0.0
point_of_sale.24170208,24170208,0.0
point_of_sale.24170425,24170425,0.0
point_of_sale.24170427,24170427,0.0
point_of_sale.24170505,24170505,39.0
point_of_sale.24170507,24170507,59.0
point_of_sale.24170508,24170508,1.0
point_of_sale.24171014,24171014,58.0
point_of_sale.24171014K,24171014K,42.0
point_of_sale.24171024,24171024,82.0
point_of_sale.24171049,24171049,25.0
point_of_sale.24171055,24171055,47.0
point_of_sale.24171063,24171063,0.0
point_of_sale.24171066,24171066,212.0
point_of_sale.24171075,24171075,0.0
point_of_sale.24171076,24171076,80.0
point_of_sale.24171079,24171079,0.0
point_of_sale.24171082,24171082,0.0
point_of_sale.24171094,24171094,21.0
point_of_sale.24171103,24171103,0.0
point_of_sale.24171107,24171107,0.0
point_of_sale.24171111,24171111,0.0
point_of_sale.24171113,24171113,0.0
point_of_sale.24171117,24171117,-1.0
point_of_sale.24171118,24171118,2.0
point_of_sale.24171120,24171120,0.0
point_of_sale.24171121,24171121,0.0
point_of_sale.24171129,24171129,0.0
point_of_sale.24171131,24171131,0.0
point_of_sale.24171133,24171133,0.0
point_of_sale.24171136,24171136,-1.0
point_of_sale.24171137,24171137,0.0
point_of_sale.24171179,24171179,0.0
point_of_sale.24171180,24171180,0.0
point_of_sale.24171198,24171198,6.0
point_of_sale.24171200,24171200,0.0
point_of_sale.24171201,24171201,11.0
point_of_sale.24181009,24181009,0.0
point_of_sale.24181031,24181031,0.0
point_of_sale.24181032,24181032,0.0
point_of_sale.24181033,24181033,0.0
point_of_sale.24181034,24181034,0.0
point_of_sale.24181037,24181037,0.0
point_of_sale.24181043,24181043,3.0
point_of_sale.24181045,24181045,1.0
point_of_sale.24181046,24181046,18.0
point_of_sale.24181047,24181047,23.0
point_of_sale.24181050,24181050,0.0
point_of_sale.24181067,24181067,0.0
point_of_sale.24181074,24181074,0.0
point_of_sale.24181153,24181153,0.0
point_of_sale.24181161,24181161,0.0
point_of_sale.24190217,24190217,0.0
point_of_sale.24190221,24190221,0.0
point_of_sale.24190225,24190225,0.0
point_of_sale.24190226,24190226,-2.0
point_of_sale.24190227,24190227,1.0
point_of_sale.24191001,24191001,13.0
point_of_sale.24191016,24191016,-2.0
point_of_sale.24191017,24191017,0.0
point_of_sale.24191019,24191019,17.0
point_of_sale.24191024,24191024,0.0
point_of_sale.24191026,24191026,0.0
point_of_sale.24191028,24191028,0.0
point_of_sale.24191059,24191059,0.0
point_of_sale.24191064,24191064,0.0
point_of_sale.24191066,24191066,0.0
point_of_sale.24191067,24191067,0.0
point_of_sale.24191072,24191072,-3.0
point_of_sale.24191073,24191073,0.0
point_of_sale.24191074,24191074,0.0
point_of_sale.24191075,24191075,10.0
point_of_sale.24191076,24191076,0.0
point_of_sale.24191078,24191078,-1.0
point_of_sale.24191080,24191080,-3.0
point_of_sale.24191084,24191084,0.0
point_of_sale.24191086,24191086,4.0
point_of_sale.24191089,24191089,0.0
point_of_sale.24191092,24191092,-1.0
point_of_sale.24191096,24191096,-1.0
point_of_sale.24191098,24191098,0.0
point_of_sale.24191099,24191099,3.0
point_of_sale.24191100,24191100,19.0
point_of_sale.24191101,24191101,113.0
point_of_sale.24191105,24191105,49.0
point_of_sale.24191126,24191126,14.0
point_of_sale.24191129,24191129,3.0
point_of_sale.24191131,24191131,-1.0
point_of_sale.24191136,24191136,1.0
point_of_sale.24191137,24191137,0.0
point_of_sale.24191144,24191144,-1.0
point_of_sale.24191182,24191182,1.0
point_of_sale.24191184,24191184,2.0
point_of_sale.24201164,24201164,0.0
point_of_sale.24201167,24201167,0.0
point_of_sale.24201256,24201256,0.0
point_of_sale.24201262,24201262,0.0
point_of_sale.24201263,24201263,0.0
point_of_sale.24201264,24201264,0.0
point_of_sale.24201277,24201277,0.0
point_of_sale.24201278,24201278,0.0
point_of_sale.24201279,24201279,1.0
point_of_sale.24201303,24201303,-1.0
point_of_sale.24201326,24201326,0.0
point_of_sale.24201327,24201327,0.0
point_of_sale.24201335,24201335,0.0
point_of_sale.24201337,24201337,0.0
point_of_sale.24201338,24201338,0.0
point_of_sale.24201415,24201415,1.0
point_of_sale.24201416,24201416,0.0
point_of_sale.24201421,24201421,20.0
point_of_sale.24201472,24201472,7.0
point_of_sale.24201473,24201473,4.0
point_of_sale.24201476,24201476,0.0
point_of_sale.24201477,24201477,0.0
point_of_sale.24201484,24201484,0.0
point_of_sale.24201485,24201485,0.0
point_of_sale.24201486,24201486,0.0
point_of_sale.24201487,24201487,0.0
point_of_sale.24201488,24201488,4.0
point_of_sale.24201499,24201499,0.0
point_of_sale.24201500,24201500,0.0
point_of_sale.24201501,24201501,0.0
point_of_sale.24201502,24201502,0.0
point_of_sale.24201503,24201503,0.0
point_of_sale.24201504,24201504,1.0
point_of_sale.24201515,24201515,-1.0
point_of_sale.24201523,24201523,0.0
point_of_sale.24201525,24201525,19.0
point_of_sale.24201564,24201564,0.0
point_of_sale.24211028,24211028,0.0
point_of_sale.24211035,24211035,0.0
point_of_sale.24211037,24211037,0.0
point_of_sale.24221025,24221025,0.0
point_of_sale.24221027,24221027,0.0
point_of_sale.24221033,24221033,6.0
point_of_sale.24221034,24221034,0.0
point_of_sale.24230176,24230176,0.0
point_of_sale.24230185,24230185,0.0
point_of_sale.24230185K,24230185K,-2.0
point_of_sale.24230197,24230197,0.0
point_of_sale.24230198,24230198,0.0
point_of_sale.24230401,24230401,3.0
point_of_sale.24230411,24230411,0.0
point_of_sale.24231060,24231060,0.0
point_of_sale.24231090,24231090,0.0
point_of_sale.24231091,24231091,-1.0
point_of_sale.24231146,24231146,15.0
point_of_sale.24231157,24231157,0.0
point_of_sale.24231239,24231239,1.0
point_of_sale.24231245,24231245,0.0
point_of_sale.24231445,24231445,0.0
point_of_sale.24231452,24231452,0.0
point_of_sale.24231453,24231453,0.0
point_of_sale.24231473,24231473,-1.0
point_of_sale.24231499,24231499,12.0
point_of_sale.24231522,24231522,152.0
point_of_sale.24231523,24231523,30.0
point_of_sale.24231547,24231547,0.0
point_of_sale.24231605,24231605,0.0
point_of_sale.24231615,24231615,1.0
point_of_sale.24231616,24231616,0.0
point_of_sale.24231620,24231620,0.0
point_of_sale.24231625,24231625,3.0
point_of_sale.24231641,24231641,-1.0
point_of_sale.24231699,24231699,-2.0
point_of_sale.24231705,24231705,-2.0
point_of_sale.24231713,24231713,0.0
point_of_sale.24231726,24231726,-1.0
point_of_sale.24231748,24231748,1.0
point_of_sale.24231748K,24231748K,0.0
point_of_sale.24231750,24231750,0.0
point_of_sale.24231806,24231806,0.0
point_of_sale.24251010,24251010,0.0
point_of_sale.25191054,25191054,11.0
point_of_sale.25201009,25201009,1.0
point_of_sale.25231064,25231064,6.0
point_of_sale.28101017,28101017,0.0
point_of_sale.28101019,28101019,0.0
point_of_sale.28101021,28101021,0.0
point_of_sale.28101022,28101022,14.0
point_of_sale.28101025,28101025,0.0
point_of_sale.28101032,28101032,0.0
point_of_sale.28101038,28101038,187.0
point_of_sale.28101048,28101048,0.0
point_of_sale.28101057,28101057,9.0
point_of_sale.28101072,28101072,0.0
point_of_sale.28101073,28101073,0.0
point_of_sale.28101080,28101080,30.0
point_of_sale.28101084,28101084,0.0
point_of_sale.28101089,28101089,0.0
point_of_sale.28101099,28101099,-1.0
point_of_sale.28101103,28101103,0.0
point_of_sale.28101107,28101107,145.0
point_of_sale.28101110,28101110,13.0
point_of_sale.28101118,28101118,142.0
point_of_sale.28101119,28101119,-1.0
point_of_sale.28101125,28101125,0.0
point_of_sale.28101128,28101128,-1.0
point_of_sale.28101129,28101129,71.0
point_of_sale.28101131,28101131,0.0
point_of_sale.28101132,28101132,-1.0
point_of_sale.28101134,28101134,0.0
point_of_sale.28101141,28101141,-11.0
point_of_sale.28101166,28101166,0.0
point_of_sale.28101167,28101167,-17.0
point_of_sale.28101174,28101174,0.0
point_of_sale.28101195,28101195,23.0
point_of_sale.28101214,28101214,37.0
point_of_sale.28111012,28111012,0.0
point_of_sale.28111064,28111064,0.0
point_of_sale.28121017,28121017,0.0
point_of_sale.28121030,28121030,0.0
point_of_sale.28121032,28121032,0.0
point_of_sale.28121034,28121034,0.0
point_of_sale.28121037,28121037,0.0
point_of_sale.28121044,28121044,1.0
point_of_sale.28121046,28121046,0.0
point_of_sale.28121048,28121048,0.0
