STR_PART_CODE,STR_DESC,INT_QTY,INT_TOTAL_COST,INT_AVG_UNIT_COST
JB161203,CABLE ACCELERATOR (VM16),6,1294.8,215.8
PA113204,DAMPER CENTER STAND,3,398.4,132.8
PA161207,CABLE SEAT LOCK,3,747,249
YPA13020,SPD MTR BACK COVER-JNS-D100M,2,166,83
YPA13010,SPD MTR BACK COVER-MINDA-D100M,2,597.6,298.8
PA581225,SLEEVE CARB D100 C (125CC 4V),8,2191.2,273.9
AA151057,HAND BRAKE CABLE FRONT,2,3635.4,1817.7
AA161328,TRIM UPPER SMALL RH (BEIGE),2,1211.8,605.9
AP111023,SWITCH NEUTRAL INTEGRATED CABLE,60,17062.5,284
JC151010,WHEEL 2.5X17-TUBELESS-DRUM,1,18915.7,18915.7
JL401006,INDICATOR ASSY FR RH,9,10906.2,1211.8
JG601012,O-RING (WATER PUMP COVER),9,3884.4,431.6
JL151037,UNDER BKT ASSY COMPLETE,2,14525,7262.5
BF121130,ASSEMBLY DROP LINK STBLZR BAR RH,1,1334.5,1334.5
JZ73045A,SEAT COWL ASSLY PNTD D125 BLK BLUE DKL,1,5029.8,5029.8
AN101123,PISTON ASSY WITH BLOCK-SPARES,23,156750,6815
JA581208,SLEEVE CARBURETOR (VM-16),2,249,124.5
JC201004,REAR BRAKE SWITCH ASSEMBLY,9,7694.1,854.9
PF181423,BRACE FENDER FRONT,5,3320,664
AN101257,GUIDE CHAIN (TENSIONER SIDE),76,39173.4,515
JE511237,CAM SPROCKET SILENT CHAIN D106A,2,614.2,307.1
JE511022,GASKET METALLIC HEAD COVER D102,23,8846.6,385
PA122022,CHAIN ADJUSTER  RH,9,3212.1,356.9
PA122023,CHAIN ADJUSTER  LH,9,3137.4,348.6
PA113008,FOOTREST RUBBER,14,5926.2,423.3
PA161211,ASSEMBLY SEAT LOCK WITH CABLE,1,431.6,431.6
PA151013,HAND GRIP LH,12,5876.4,489.7
KPBB6202,BEARING-BALL-C3 CLEARANCE,10,4648,464.8
PA181283,BRACKET UPPER PIVOT MTG,2,1079,539.5
PA181280,FLAP SPEEDO,8,3917.6,489.7
PA113208,STAND SIDE,18,10906.2,605.9
YPA13017,SPD MTR TOP COVER-JNS -D100M,2,448.2,224.1
PA181279,BRACKET NUMBER PLATE MTG,3,1842.6,614.2
36PA0115,KIT GUIDE CAM CHAIN-D125T,25,13280,531.2
PA131239,AXLE REAR,2,1045.8,522.9
DJ151047,PLATE-CHAIN ADJUSTER,50,3320,66.4
PA402422,SPEEDOMETER ASSEMBLY,1,6714.7,6714.7
AA151059,ASSEMBLY REAR CABLE,5,9794,1958.8
PA351212,COIL HT-2  -D105,1,556.1,556.1
AA131004,GASKET,90,4482,49.8
31121029,FILTER ELEMENT-AIR,50,18260,365.2
DH101520,NUT - PRIMARY DRIVE LOCK [ LH THREAD ],97,12076.5,124.5
PA161203,CABLE ACCELERATOR,3,1992,664
SVA0009,HOLDER WATER BOTTLE (24161446),5,622.5,124.5
SVA0010,"MUD FLAPS-2 Pcs (24230185)
",25,3942.5,157.7
SVA0014,"SIDE DOOR (52240485)
",10,5893,589.3
SVA0011,"HOOD PIPE NORMAL (24231239)
",3,8416.2,2805.4
SVA0013,"SIDE MIRROR SET (AA221005)
",20,7304,365.2
SVA0004,"SIDE MIRROR ARM SET
",9,2465.1,273.9
SVA0005,WHEEL RIM CUPS BLACK & SILVER,3,2365.5,788.5
SVA0008,WIND DEFLECTORS,2,1195.2,597.6
DH101180,LEVER ASSY.,19,2917.45,153.55
JA541011,NEEDLE ROLLER BEARING HK1212,10,3154,315.4
JC201017,CONTROL SWITCH LH-SEALED COUPLER,1,4755.9,4755.9
JD113801,BRACKET REAR BLINKER MTG,14,21049.6,1504
JZ401013,HEADLAMP CONTROL UNIT (VE MODEL),20,30212,1510.6
DU191033,LEVER / SWITCH ASSY LH,16,47144,2946.5
AA101446,BLOCK-CYLINDER & PISTON ASSEMBLY:SPARE,46,337869.8,7345
PA401410,CLUTCH SWITCH WITH VERTICAL BASE,23,12408.5,539.5
36JZ0122,KIT GUIDE CAM CHAIN-D106A,22,14242.8,647.4
PA401600,HORN - 82 DIA,2,2224.4,1112.2
JZ402602,GAUGE FUEL TANK,1,1568.7,1568.7
36DK0070,KIT Minor Kit Master Cyl  with grease,1,738.7,738.7
KPBC6004,BEARING-BALL-C3 CLEARANCE,20,14940,747
39042706,SPRING TYPE STRAIGHT PIN,140,2324,16.6
DU221002,GUARD-SARI,14,44039.8,3145.7
52DU0458,WHEEL ASLY FRONT W/O TYRE & TUBE CT-100,2,11952,5976
AL201066,HEADLAMP ASSEMBLY LAMP RH,26,59992.4,2307.4
AA101053,4 th SPEED GEAR,8,20584,2573
PA181405,FENDER BRACE DRUM,7,5112.8,730.4
KPBB6302,BEARING-BALL-C3 CLEARANCE,10,7138,713.8
PA231600,MIRROR ASSLY LH,12,10159.2,846.6
PA151011,HOLDER FORK UPPER,4,3054.4,763.6
PA181276,FAIRING STRUCTURE LH,3,2714.1,904.7
PA181277,FAIRING STRUCTURE RH,8,7503.2,937.9
PA551207,GEAR 4TH DRIVE D105,1,936,936
PA181281,WINDSHIELD,36,50796,1411
PA581029,FILTER ELEMENT  D105,1,996,996
YDZ05005,TAIL LAMP,3,3660.3,1220.1
AA101666,"CAM SHAFT
",52,159260.4,3062.7
AM201116,SWITCH CONTROL RH WITH DIODE,3,4158.3,1386.1
AA111153,PLUG SPARK WITH SOLID POST-FMG,20,7138,356.9
AA111154,PLUG SPARK  SOLID POST-BOSH,54,19720.8,365.2
JH233020,DECAL- PILLION SEAT COVER,2,66.4,33.2
JH181408,FENDER BRACE FRONT DISC,2,1112.2,556.1
JH121005,FORK PIPE SPINNING,3,11105.4,3701.8
JH541015,GASKET  CRANKCASE C101,13,4855.5,373.5
JH151011,HANDLE BAR WEIGHT,2,830,415
JH181223,HEAD LAMP BEZEL,1,3378.1,3378.1
PF161010,HOLDER LEVER LH,13,5287.1,406.7
JH401006,INDICATOR FRONT LH,2,1477.4,738.7
JH401007,INDICATOR FRONT RH,2,2788.8,1394.4
36JH0006,KIT CHAIN SPROCKET,17,109356,6433
36JH0004,KIT FRICTION PLATE,7,18127.2,2589.6
JH231600,MIRROR ASSY LH,3,5951.1,1983.7
JH231601,MIRROR ASSY RH,9,18077.4,2008.6
36AA4057,ASY W_SHIELD ED COAT- (52240601),11,117320.5,10665.5
36AA4058,WIND SHIELD REFL ED COATED (52240645),27,386572.5,14317.5
BH131803,ASSEMBLY TMC WITH HOSE FL,2,15305.2,7652.6
LAD00164,BOLT FL-M10X1.5XL78.5XCL12.9XDCR,57,17504.7,307.1
LCG00017,NUT HEX FLANGE-M10X1.5XHT.11,20,1494,74.7
39239304,BOLT,105,20916,199.2
DT511261,"ASSEMBLY ROCKER ARM INTAKE
",1,1900.7,1900.7
DT511262,"ASSEMBLY ROCKER ARM EXHAUST
",1,2033.5,2033.5
JH171017,O RING FUEL GAUGE,10,581,58.1
56JH04X3,PAINTED_PART FAIRING ASLY C101A EB BLACK,1,2481.7,2481.7
JH113005,PILLION STEP HOLDER RH,1,1676.6,1676.6
JE551408,ROD PUSH K11,5,913,182.6
JH551001,SHAFT OUTPUT C101,1,506.3,506.3
36PF0087,"KIT CLUTCH PLATE MAKINO
",5,2241,448.2
36PF0086,"KIT FRICTION PLATE MAKINO
",14,42296.8,3021.2
PF551428,"PLATE PRESSURE B104D
",14,10574.2,755.3
PF551423,"SPRING COMPRESSION B104D
",1,99.6,99.6
52PF0742,"FUEL TANK ELEC BLUE WH DKL PLATINA ES UG
",1,18475.8,18475.8
52PF0740,"FUEL TANK FLAME RED WH DKL PLATINA ES UG
",1,14209.6,14209.6
52PF0735,"SEAT COWL EBONY BLK WH DKL PLATINA ES UG
",1,5312,5312
PF113037,"STAY PILLION LH
",2,1444.2,722.1
PF351025,"ASSEMBLY ROTOR WO CLUTCH B104E
",2,9661.2,4830.6
PF122027,SWING ARM,1,4349.2,4349.2
JH121032,SPRING MAIN,2,813.4,406.7
JH113200,STAND SIDE,2,946.2,473.1
JH401400,SWITCH CONTROL LH,4,7702.4,1925.6
JH401401,SWITCH CONTROL RH,1,639.1,639.1
JH401003,TAIL LAMP,1,9196.4,9196.4
JH121012,TUBE OUTER LH DISC,2,9545,4772.5
JH121006,UNDER BRACKET ASSY COMP,1,5768.5,5768.5
JH511203,VALVE EXHAUST C101,5,1867.5,373.5
JH181215,WINDSHIELD,5,6764.5,1352.9
AA151052,CABLE HAND BRAKE REAR RH,4,2855.2,713.8
52PF0728,"SIDE CVR LH FL RED WH DKL PLATINA ES UG
",1,904.7,904.7
PF121101,"TUBE INNER
",10,30710,3071
PF113044,"PLATE PILLION FOOTREST LH
",5,1162,232.4
PF113033,"FOOTREST PILLION RH
",10,6723,672.3
PF113032,"FOOTREST PILLION LH
",10,6557,655.7
PF351024,"ASSEMBLY STATOR B104E
",0,0,3710.1
PF401018,HEAD LAMP,0,0,6274.8
YDZ05006,"TAIL LAMP WIRING HARNESS-VARROC-RINDER-L
",5,830,166
YPF08017,"SPEEDOMETER WITH DIAL ONLY-PLATINA 100ES
",2,4614.8,2307.4
JL601216,"RUBBER DAMPER RADIATOR MOUNTING
",6,1245,207.5
DU191047,CLUTCH CABLE,15,11040,736
24130106,SPLINED SHAFT *,0,0,2514.9
DH161509,"GUARD LADY FOOTREST
",19,40844.3,2149.7
PD231604,MIRROR ASSLY LH(PLASTIC HOUSING)-A102,8,13346.4,1668.3
PD231605,MIRROR ASSLY RH(PLASTIC HOUSING)-A102,3,4482,1494
DS181009,DAMPER - HANDLE :- LOWER,4,398.4,99.6
AA101162,HEAD GASKET,149,55651.5,373.5
JM191012,"Spring
",20,996,49.8
JZ402260,"HARNESS WIRING
",1,5519.5,5519.5
KPBC6204,BEARING-BALL-C3 CLEARANCE,10,5893,589.3
KPBA6006,BEARING-BALL-C3 CLEARANCE,3,1938,646
BF511049,GASKET CYLINDER HEAD,2,2040,1020
BF521012,GASKET CYLINDER BLOCK,9,2218.5,246.5
BF541209,GASKET MAGNETO COVER,11,4207.5,382.5
BF541208,GASKET CLUTCH COVER,11,3646.5,331.5
BF541052,GASKET CRANKCASE,5,2252.5,450.5
BF541030,GASKET CLUTCH COVER TOP,5,892.5,178.5
BF601012,GASKET THERMOSTAT,1,42.5,42.5
52JD0477,COWLING LH FLAME RED WH DECAL PULSAR 135,1,1079,1079
52JD0478,COWLING RH FLAME RED WH DECAL PULSAR 135,5,5353.5,1070.7
PF131220,"WASHER LOCK FOR NUT A/F17
",10,415,41.5
36PD0043,"KIT CAL ASSLY (Ø28X2)-PAD SPRING
",2,398.4,199.2
JH231409,"KIT SECONDARY GRAB
",1,1137.1,1137.1
FD191002,CLUTCH CONTROL CABLE COMPLETE,0,0,514.6
AB151079,BLEEDER SCREW,2,464.8,232.4
DD101105,CYLINDER  BLOCK & PISTON,1,10159.2,10159.2
DU191048,"CABLE THROTTLE
CABLE THROTTLE",16,11819.2,738.7
PD551427,SPRING CLUTCH,20,2324,116.2
DF201138,T/L ASSY WITH LAMP,1,1502.3,1502.3
52JL0339,"FENDER ASSEMBLY WITH DECAL BLACK K16 B
",5,9296,1859.2
YPF08010,"SPEEDOMETER WITH DIAL ONLY-PLATINA-100ES
",3,6399.3,2133.1
PD402604,GAUGE TANK UNIT,1,1062.4,1062.4
52PD0166,A102 FRONT FENDER SUB- ASSLY EBONY BLACK,5,16683,3336.6
JM101016,"INTAKE MANIFOLD JM(150)
INTAKE MANIFOLD JM(150)",1,190.9,190.9
PD402606,"GAUGE FUEL LEVEL - AVENGER
",1,4307.7,4307.7
JH541217,ASSEMBLY CAP OIL FILTER_C101,2,498,249
JH151003,ASSEMBLY GRIP RH,1,473.1,473.1
JH401008,ASSEMBLY HEAD LAMP,1,9420.5,9420.5
JH541202,ASSEMBLY MAGNETO COVER C101,1,3012.9,3012.9
36PF0048,KIT VALVE IN + EX-B104D,3,4780.8,1593.6
JF161206,THROTTLE CABLE (K16B),6,5776.8,962.8
DU191046,CABLE BRAKE WITHOUT ADJUSTER,32,28950.4,904.7
DH151077,"WHEEL FRONT 1.85X17 (TUBELESS)
",2,32519.4,16259.7
JH511207,ASSEMBLY ROCKER ARM C101,6,7270.8,1211.8
JH351005,ASSEMBLY STATOR C101,1,3984,3984
52JH0019,ASSLY MAIN STEP RH (C101),1,1112.2,1112.2
52JH0018,ASSLY STAY MAIN STEP LH (C101),4,8997.2,2249.3
JH131011,AXLE FRONT,4,1626.8,406.7
JH551205,BUSH 2ND DRIVEN C101,5,539.5,107.9
JG591100,DAMPER SILENCER MOUNTING LOWER,40,2656,66.4
AA111132,COIL H.T. WITH CABLE AND CAP-LH,5,7221,1444.2
AA111134,COIL H.T. WITH CABLE AND CAP-RH,9,14118.3,1568.7
AA102110,SLEEVE,11,1004.3,91.3
AA102124,GASKET SILENCER,25,4357.5,174.3
24251010,TWIN SPARK LABEL,5,1120.5,224.1
AA201358,HARNESS FRONT RE 4S PETROL,2,20700.2,10350.1
AA201363,TANK UNIT,3,3012.9,1004.3
LAD00068,BOLT FLANGED-M10X1.25XL88XCL10.9,0,0,174.3
PA141016,CHAIN 428 H SERIES 124 LINKS,3,3959.1,1319.7
36JL0041,"KIT MAIN STEP HARDWARE-P200
",2,132.8,66.4
36PD0009,KIT CHAIN SPROCKET-A102,14,124101.6,8864.4
36PD0048,KIT CALIPER MINI,2,780.2,390.1
36PD0050,KIT MASTER CYL MAJOR,10,10458,1045.8
36PD0053,KIT MASTER CYL SEAL,3,1767.9,589.3
52JF0051,FR. FENDER ASSLY WITH DECAL BLUE,1,3378.1,3378.1
52JF0082,SEAT COWL E BLACK K11 SPD,1,6731.3,6731.3
52JL0191,SIDE MASK LH E BLACK WITH DECAL NEW SCHE,4,5444.8,1361.2
52JL0192,SIDE MASK RH E BLACK WITH DECAL NEW SCHE,5,6681.5,1336.3
KCAA1008,"NUT MASTER
",60,498,8.3
JE561005,CAM DRUM CHANGE K11,20,5478,273.9
JF181409,ASSEMBLY HUGGER REAR (K11),1,1568.7,1568.7
JM101027,SHIELD EXHAUST REAR,1,547.8,547.8
LAC00037,BOLT SOC-SPECIAL HEAD M6XL8,20,498,24.9
PD113003,RUBBER RIDER STEP,2,747,373.5
PD121015,ASSEMBLY UNDER BKT COMP - A102,2,14989.8,7494.9
PD122000,ASSEMBLY SWING ARM,1,2697.5,2697.5
PD151000,HANDLE BAR,3,5727,1909
PD151003,UPPER BRACKET - A102,3,10209,3403
PD151004,HOLDER LH HANDLE TUBE - A102,2,3021.2,1510.6
PD161204,CABLE THROTTLE - A102 & A102B,2,1162,581
PD231201,GUARD SAREE - A102,1,1510.6,1510.6
PD231202,GUARD LEG - A102,1,821.7,821.7
PD401004,INDICATOR FRONT LH - A102,3,5204.1,1734.7
PD401005,INDICATOR FRONT RH - A102,3,5229,1743
PD401014,BULB H4 BLUE TINGE - 12V55/60W,21,27397.2,1305
PD401401,CONTROL SWITCH RH,1,2241,2241
PD401404,SWITCH CONTROL LH,1,3062.7,3062.7
PD402002,Capacitor with bracket,23,5154.3,224.1
PD131803,"DISC MTG BOLT
DISC MTG BOLT
",5,581,116.2
DK181090,"OUTER TUBE LH PC
",1,6208.4,6208.4
DK181091,"OUTER TUBE RH PC
",4,27390,6847.5
PD402400,SPEEDOMETER ASSEMBLY A102,1,11827.5,11827.5
PD511229,SPROCKET CAMSHAFT(ATU),45,10831.5,240.7
PD531029,SPROCKET CRANKSHAFT,20,12284,614.2
PD551202,GEAR 2ND DRIVEN,5,4938.5,987.7
YPD02002,HEADLAMP ASSY WO BULB-LUMAX-AVENGER SPOR,2,9777.4,4888.7
PA621007,"SHAFT KICK D105A UG
",2,1593.6,796.8
52PF0727,"FAIRING ELE BLUE WH DECAL PLATINA ES-UG
",3,6449.1,2149.7
DU101278,SHAFT INPUT CT100,25,44405,1776.2
36JC0013,"KIT GASKET PULSAR200
",3,2390.4,796.8
DU181107,HANDLE BAR,8,15869.6,1983.7
JP541208,GASKET MAGNETO COVER,7,1568.7,224.1
AA161307,LID TOOL BOX RH (BEIGE),2,796.8,398.4
AA161308,LID TOOL BOX LH (BEIGE),1,356.9,356.9
AA161310,COVER MIDDLE PORTION (BEIGE),1,166,166
36JU0036,KIT CRANK SHAFT ASSLY,2,30544,15272
AA102093,ASSEMBLY CYLINDER HEAD,1,20924.3,20924.3
36PD0059,KIT BRAKE SHOE NON ASBESTOS,16,23638.4,1477.4
DU191045,"ASSEMBLY SWITCH CONTROL RH
",6,12350.4,2058.4
DU191044,"ASSEMBLY SWITCH CONTROL LH
",1,2996.3,2996.3
52210040,ASSEMBLY MUD REAR ASY ED COAT 25231062,65,74990.5,1153.7
PD151001,HOLDER HANDLE  UPPER,2,996,498
AA101969,BRACKET  H.T. COIL MOUNTING,3,1070.7,356.9
DH201080,SENSOR SPEED-CABLE,19,20343.3,1070.7
JF232606,LOCK SET 3-IN-1 (K11),1,3128,3128
36DH4115,KIT CYL COMPLE FORK K1 BSIV,2,946.2,473.1
DH102277,ELEMENT ASSEMBLY FILTER,30,22410,747
DH102285,SHAFT INPUT T/M SUB ASSEMBLY,2,1842.6,921.3
DH181123,FORK FRONT UG,1,18608.6,18608.6
DH181127,PIPE FORK INNER,27,124375.5,4606.5
JL121008,FORK PIPE INNER -K16A ABS,4,19554.8,4888.7
36DU4076,KIT VALVE INTAKE+EXHAUST,4,5909.6,1477.4
36JZ0183,BLOCK PISTON KIT,4,33698,8424.5
36JZ0197,KIT Chain sprocket,2,10756.8,5378.4
36JZ0198,KIT FRICTION PLATE,18,31672.8,1759.6
36JZ0199,KIT CLUTCH PLATE,38,22078,581
36PA0186,TOP SET,2,796.8,398.4
DU101214,SHAFT-OUTPUT,7,17604.3,2514.9
AA161268,BEADING HOUSING HEADLAMP FL,16,4382.4,273.9
36BA4002,KIT STEERING CONE 3W (A/D),26,47260.2,1817.7
36PA0187,KIT Chain sprocket,3,16558.5,5519.5
52JZ1798,SEAT COWL EBONY BLCK WITH DECAL(D-125 UG,3,18575.4,6191.8
JB591080,SHIELD MUFFLER,1,1552.1,1552.1
JH351602,MOTOR ASSEMBLY STARTER,3,21214.8,7071.6
BF351809,SPEED SENCER (DUEL OUT PUT),3,1759.5,586.5
BF403002,PUMP FUEL MODULE FI,1,10608,10608
BF511276,GUIDE CHAIN SLACK SIDE,2,663,331.5
BF521207,ASSEMBLY PISTON BOWL 1,1,2040,2040
BF531058,ASSEMBLY CONROD COMPLET,1,1589.5,1589.5
BF581048,AIR FILTER ELEMENT,2,1377,688.5
52JD0656,COWLING LH FLAME RED (P 135 UG + BS-IV),2,2407,1203.5
52JD0657,COWLING RH FLAME RED (P 135 UG + BS-IV),2,2407,1203.5
JZ121068,FORK ASSEMBLY FRONT-DISC,1,22401.7,22401.7
JZ401071,INDICATOR FRONT LH,2,3170.6,1585.3
JZ401073,INDICATOR REAR LH,1,1012.6,1012.6
PA113075,STAY STEP MAIN LH,4,4946.8,1236.7
EE531030,BUSH SPLIT BEARING BIG END,4,782,195.5
DH161468,MAIN STEP LH,4,7005.2,1751.3
DH161470,MAIN STEP RH,5,5104.5,1020.9
PA231216,GUARD SAREE,2,4249.6,2124.8
PF551433,HUB CLUTCH,16,15139.2,946.2
PF551436,WHEEL CLUTCH,11,7851.8,713.8
36BF0002,BR Shoe Set  Front,1,1929.5,1929.5
BF121068,SUSPENSION LOWER BALL JOINT,1,1826,1826
DJ161221,FENDER REAR-ADDITIONAL (PULSAR UG II),10,9794,979.4
KADP0516,HEXAGONAL FLANGE BOLT,20,332,16.6
BF152032,ASSEMBLY OUTER BALL JOINT,1,3237,3237
24101804,GEAR 3RD SPEED,3,7569.6,2523.2
JG231600,MIRROR LH,1,1618.5,1618.5
YDH19002,TOP COVER WITH SEALING RING,9,5901.3,655.7
06191089,HAND GRIP(06-1910-49) *,25,7677.5,307.1
36DH4010,KIT KIT HARDWARE AIR CLEANER PUL-150 UG4,6,348.6,58.1
JH561402,ASSEMBLY GEAR SHFT LEVER_C101,2,2058.4,1029.2
36PD0055,KIT FRICTION PLATE-A102,10,47891,4789.1
30101061,RING O/S,81,4706.1,58.1
JU141006,CHAIN 520 X RING 110 LINK,1,8009.5,8009.5
24190225,P.V.C.TUBE,1,307.1,307.1
JL511010,"VALVE INTAKE
",9,7246.8,805
DZ191013,CABLE-BRAKE WITH INER CABLE DIA. 2.5 MM,15,13197,879.8
JZ73043B,FR FENDER PNTD E BLACK( DISCO H),6,19571.4,3261.9
BF184629,SIDE MIRROR LH,3,3570,1190
BF184630,SIDE MIRROR RH,2,2380,1190
JH131001,WHEEL FRONT DISC 1.85X18-TL,2,35075.8,17537.9
CD101079,GASKET FOR CYL BLOCK,10,581,58.1
DJ191055,LEVER - CLUTCH [ NEW CLUTCH SW ],59,35808,607
36DH4019,KIT KIT CENTRIFUGAL OIL FLTR PUL-150 UG4,3,622.5,207.5
01100316,SPRING PLATE UPPER,1,8.3,8.3
DH201049,HANDLEBAR CONTROL SWITCH RH (K1 UG3),1,4780.8,4780.8
DG101029,COTTER VALVE,50,2905,58.1
DX101045,GEAR TRANSMISSION SPUR (2 ND I/P),24,25309.8,1055
AA101555,GEAR - REVERSE CONTROL,62,190402,3071
AA101215,GUIDE SPRING,37,3378.1,91.3
JL181408,COVER 2-HUGGER REAR,6,498,83
PA151014,HAND GRIP RH,70,37765,539.5
JB122003,CHAIN SLIDER,6,2340.6,390.1
PD551433,CLUTCH  PLATE,47,14433.7,307.1
52DH2001,FRONT FENDER ASSLY KHI EB.BLK CHROM K1R,1,4540.1,4540.1
56DK31Y9,"HANDLE HOLDER LH, SPRINT MATT BLACK, DK",5,10499.5,2099.9
JB351201,CDI ASSLY  D100 UG,4,19388.8,4847.2
24161267,CONNECTOING LINK,34,3950.8,116.2
DS201009,LENS - TAIL LIGHT,21,17430,830
DJ121045,MAIN JET,5,415,83
AN121081,SPRING -OIL FILTER,21,522.9,24.9
39008504,BOLT,70,581,8.3
DS191035,"PACKING - BRAKE ROD
",1,8.3,8.3
AA101221,TUBE ASSLY.,2,298.8,149.4
36AA4042,KIT_ PACKING SET RE 205,70,132437.2,1892
56DK32Y9,"HANDLE HOLDER RH, SPRINT MATT BLACK, DK",2,3818,1909
DH191071,SPEEDOMETER,3,48828.9,16276.3
36AA4036,KIT GASKET_4S ENGINE,1,1328,1328
36AA4082,KIT_PISTON VALVE ASSY KIT(AA121208),6,8466,1411
28101167,SPROCKET - CAM DRIVEN [32T],75,24277.5,323.7
DP101168,RING-O,60,4980,83
JK402003,RR UNIT,7,28701.4,4100.2
13101024,ROCKER ARM SHAFT,50,6225,124.5
AA231026,BEADING FOR ONE PIECE WINDSHIELD GLASS,6,20418,3403
JE511204,ROCKER ARM WITH ROLLER P-145 UG,14,27341.6,1953
DL181009,SCREW-M5XL16,100,2445,24
DJ201195,CLUTCH SWITCH(6AMP DIODE),29,13685.7,472
JL511029,COVER THERMOSTAT,1,290.5,290.5
DH121167,"FLOAT BODY ASSLY KIT (K1UG4.5)
",1,630.8,630.8
JH161210,"CABLE CHOKE
",0,0,481.4
DU191058,CABLE THROTTLE,9,5901.3,655.7
JE511251,CAMSHAFT ASSEMBLY,4,13545.6,3386.4
AA101868,GUIDE STEM,6,2041.8,340.3
36BA4042,KIT SLIDER BLOCK,12,6872.4,572.7
DP121034,ELEMENT-AIR FILTER,20,8134,406.7
39171619,OIL SEAL [ MAIN SHAFT ],70,4528,65
31151028,SLEEVE,5,2490,498
24150502,CABLE INNER HAND BRAKE,2,896.4,448.2
30191022,LEVER HOLDER-L/H,1,448.2,448.2
24101203,DRIVEN DOG,19,16243.1,854.9
DK101770,STARTER MOTOR COVER MLT,2,614.2,307.1
36DH4102,PISTON RING SET,2,2938.2,1469.1
PF232606,LOCK SET,1,5232,5232
BF511295,GUIDE CHAIN TIGHT SIDE 2V,1,93.5,93.5
PF121064,OUTER PIPE RH,1,3735,3735
JN171000,DAMPER REAR,5,373.5,74.7
AB171023,CAP FRONT WHEEL HUB,45,747,16.6
39073212,WASHER SPRING,100,830,8.3
JD73024M,PNTD COWLING RH (JD181209) MID BLK,10,10790,1079
52JD0718,BELLY PAN RH EB. BLACK WITH DKL P135 LS,5,8300,1660
JE541240,GASKET MAGNETO COVER K11,15,2490,166
AA201379,CABLE BATTERY,2,4897,2448.5
AF101035,TUBE BREATHER,3,2739,913
AZ111154,TRAY ASY-BATTRY_STARTER RELAY,1,747,747
DP101145,STUD,20,1162,58.1
52DH1365,TNK FLP RH ASY W DKL FL RED P150 UG+BSIV,1,2232.7,2232.7
52JF0229,FRONT FENDER ASSLY P RED K11 UG,9,40188.6,4465.4
GL171031,VALVE ONE WAY,5,1162,232.4
52DH1318,COVER CLUTCH ASSLY - MATT SLATE GRAY PUL,1,7320.6,7320.6
52DJ0904,FAIRING K2 EBONY BLACK WITH RED DECAL (BS IV),1,4440.5,4440.5
52DJ0905,FLAP LH K2 EBONY BLACK WITH RED DECAL (P 180 BS IV),4,9096.8,2274.2
52DJ0906,FLAP RH K2 EBONY BLACK WITH RED DECAL (P 180 BS IV),2,4714.4,2357.2
52DJ0909,SEAT COWL EBOBY BLACK WITH RED  DECAL BSIV,1,6797.7,6797.7
DJ111070,BRUSH KIT ASSAY,5,3403,680.6
52DH1531,FAIRING WITH KHI EB BLK WITH SILVER DCL (P 150 BSIV),29,127571,4399
JL131841,BRACKET RESORVIOR MTG,1,124.5,124.5
52DH1412,COVER RR LH SLATE MATTE GRAY P150 UG+BS4,1,2531.5,2531.5
36AA4075,O RING AND GASKET KIT FL (AA121257),2,647.4,323.7
36BB0033,KIT_BATTERY LOCK WITH KEY,1,442,442
56DJ3Y1Y,K2 HOLDER STEP RH GREY MATTE SLATE,0,0,4722.7
AL201039,LAMP (LIGHT) ASSEMBLY - CABIN,5,4675,935
36JH0033,KIT FRICTION PLATE,6,12051.6,2008.6
JE351243,CDI NON TPS ASSEMBLY K16B,1,5403.3,5403.3
JE511085,GASKET CYLINDER HEAD K11 UG,13,5610.8,431.6
JE521030,GASKET CYLINDER BLOCK K11 UG,25,4150,166
JE531033,SPROCKET CRANK SHAFT K11(SILENT),1,431.6,431.6
JE571009,ASSEMBLY OIL PUMP BODY K11 UG,1,1842.6,1842.6
JE571213,ASSEMBLY PRESSURE RELIEF VALVE K11 UG,2,531.2,265.6
36BA4021,KIT-VALVE DIESEL FL,2,3486,1743
KBBC0616,SCREW PAN CROSS,10,85,8.5
JE581051,ARRESTER FLAME K11,3,1020.9,340.3
JF113412,BOLT ENGINE MONTING REAR M10X110,5,788.5,157.7
JF131600,CAM LEVER (K11),6,2390.4,398.4
JF231214,GUARD LEG LH -K11 UG,8,9163.2,1145.4
PA161217,CABLE SPEEDOMETER,23,13935.7,605.9
24151275,CYLINDER COMP TANDUM MASTER FL,2,11454,5727
AA161283,COVER REAR ELECTRICAL PLATE FL,12,6075.6,506.3
JG232606,SEAT LOCK CABLE,4,796.8,199.2
JL113210,BUSH MAIN STAND LH,14,1743,124.5
JL601010,WATER SEAL_DOUBLE LIP,4,2025.2,506.3
BA171007,BUSH - RUBBER :- REAR SHOCKABSORBER,6,697.2,116.2
36BF0004,KIT_BACK PLATE COMPLETE- LH- REAR,1,714,714
KPAC6005,BEARING BALL ORDINARY CLEARANCE,3,2539.8,846.6
36JF0042,KIT PISTON RINGS,1,1137.1,1137.1
AA201190,FUSE BOX ASSY/FUSE(HAZ SW PIGTL),7,13072.5,1867.5
BF182013,CLIP NUT M5,10,1275,127.5
BF187000,ASSEMBLY WIPER,1,1334.5,1334.5
JL113016,STEP PILLION ASSY COMPLETE RH,4,2523.2,630.8
LAG00008,BOLT WP-M8X1.25XL 40XCL 8.8XBRT,20,1328,66.4
